R00001  Polyphosphate polyphosphohydrolase
R05992  UDP-N-acetyl-D-glucosamine + G00021 <=> UDP + G00022
R05994  GA1 + H2O <=> GA2 + D-Galactose
R05995  CMP-N-acetylneuraminate + GT1a <=> CMP + GQ1b
R05996  GT1b + N-Acetylneuraminate <=> GQ1b + H2O
R05998  GT1b + H2O <=> GD1b + N-Acetylneuraminate
R05999  Lactosylceramide + N-Acetylneuraminate <=> GM3 + H2O
R06000  CMP-N-acetylneuraminate + GD1a <=> CMP + GT1b
R06001  GA2 + H2O <=> Lactosylceramide + N-Acetyl-D-galactosamine
R06003  CMP-N-acetylneuraminate + GA1 <=> CMP + GM1
R06004  GM2 + H2O <=> GM3 + N-Acetyl-D-galactosamine
R06005  CMP-N-acetylneuraminate + GM1 <=> CMP + GD1b
R06006  UDP-D-galactose + Lc3Cer <=> UDP + Lc4Cer
R06007  CMP-N-acetylneuraminate + GA2 <=> CMP + GM2
R06009  CMP-N-acetylneuraminate + GM2 <=> CMP + GD2
R06010  GM1 + H2O <=> GM2 + D-Galactose
R06011  UDP-N-acetyl-D-galactosamine + GM3 <=> UDP + G00176
R06012  GM2 + H2O <=> GA2 + N-Acetylneuraminate
R06013  UDP-N-acetyl-D-glucosamine + Paragloboside <=> UDP + G00174
R06014  UDP-N-acetyl-D-glucosamine + G00172 <=> UDP + G07376
R06015  GDP-L-fucose + G00015 <=> GDP + G00178
R06016  UDP-D-xylose + G00015 <=> UDP + G00179
R06018  1,3-beta-D-Glucan(n) + Orthophosphate <=> 1,3-beta-D-Glucan(n-1) + D-Glucose 1-phosphate
R06020  1,3-beta-D-Glucan(n) + UDP-D-glucose <=> 1,3-beta-D-Glucan(n+1) + UDP
R06021  UDP-D-galactose + G00077 <=> UDP + iso-nLc8Cer
R06022  1,4-beta-D-oligo-D-glucan:phosphate alpha-D-glucosyltransferase
R06023  UDP-glucose:1,4-beta-D-glucan 4-beta-D-glucosyltransferase
R06024  GDP-L-fucose + Paragloboside <=> GDP + IV2Fuc-nLc4Cer
R06025  GDP-L-fucose + Paragloboside <=> GDP + III3Fuc-nLc4Cer
R06026  CMP-N-acetylneuraminate + Paragloboside <=> CMP + Sialyl-3-paragloboside
R06027  GDP-L-fucose + nLc5Cer <=> GDP + Type II B antigen
R06028  UDP-N-acetyl-D-glucosamine:chitin 4-beta-N-acetylglucosaminyl-transferase
R06029  UDP-D-galactose + IV2Fuc-nLc4Cer <=> UDP + Type II B antigen
R06030  GDP-glucose:1,4-beta-D-glucan 4-beta-D-glucosyltransferase
R06031  GDP-L-fucose + G00057 <=> GDP + Type IIIH glycolipid
R06032  CMP-N-acetylneuraminate + Sialyl-3-paragloboside <=> CMP + 3',8'-LD1
R06033  UDP-D-galactose + nLc5Cer <=> UDP + nLc6Cer
R06034  sucrose:phosphate alpha-D-glucosyltransferase
R06035  GDP-L-fucose + nLc6Cer <=> GDP + VI2Fuc-nLc6
R06036  UDP-glucose:D-fructose 2-alpha-D-glucosyltransferase
R06037  CMP-N-acetylneuraminate + nLc6Cer <=> CMP + VI3NeuAc-nLc6Cer
R06038  GDP-L-fucose + nLc6Cer <=> GDP + V3Fuc-nLc6Cer
R06039  GDP-L-fucose + nLc8Cer <=> GDP + G00084
R06040  maltose:phosphate 1-beta-D-glucosyltransferase
R06041  GDP-L-fucose + G00073 <=> GDP + G00074
R06042  1-alpha-D-galactosyl-myo-inositol:raffinose galactosyltransferase
R06043  UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase
R06044  trehalose 6-phosphate:phosphate beta-D-glucosyltransferase
R06045  UDP-glucose:alpha-D-(1-3)-glucan 3-alpha-D-glucosyltransferase
R06046  beta-D-Mannosylphosphodecaprenol + 1,6-alpha-D-Mannosyloligosaccharide <=> Decaprenol phosphate + 1,6-alpha-D-Mannosyl-1,6-alpha-D-mannosyloligosaccharide
R06047  UDP-glucose + N-Acetyl-D-glucosaminyldiphosphoundecaprenol <=> UDP + beta-D-Glucosyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol
R06048  UDP-glucose + Indoxyl <=> UDP + Indican
R06049  ADP-glucose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase
R06050  1,4-alpha-D-glucan:phosphate alpha-D-glucosyltransferase
R06051  UDP-glucose:glycogen 4-alpha-D-glucosyltransferase
R06052  sucrose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase
R06053  a,a-trehalose:phosphate beta-D-glucosyltransferase
R06054  3-Deoxyoctulosonyl-lipopolysaccharide + H2O <=> 3-Deoxy-D-manno-octulosonate + Lipopolysaccharide
R06055  UDP-galactose:N-acetyl-D-glucosamine 4-beta-D-galactosyltransferase
R06056  cellobiose:phosphate alpha-D-glucosyltransferase
R06057  beta-D-galactopyranosyl-(1->3)-N-acetyl-D-hexosamine:phosphate galactosyltransferase
R06058  3-beta-D-glucosyl-D-glucose:phosphate alpha-D-glucosyltransferase
R06059  sucrose:2,1-beta-D-fructan 1-beta-D-fructosyltransferase
R06061  alpha-D-glucose-1-phosphate:alpha-D-glucose-1-phosphate 4-alpha-D-glucosyltransferase
R06062  UDP-D-glucose + N-Acetyl-D-glucosaminyldiphosphoundecaprenol <=> UDP + beta-D-Glucosyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol
R06063  5-Hydroxyisourate + H+ + H2O <=> (R)(-)-Allantoin + CO2
R06064  5-Hydroxyisourate + H+ + H2O <=> (S)(+)-Allantoin + CO2
R06066  sucrose:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase
R06067  UDP-galactose:D-glucose 4-beta-D-galactotransferase
R06068  n UDP-N-acetyl-D-glucosamine + n UDP-D-glucuronate <=> Hyaluronic acid + 2n UDP
R06069  1,4-alpha-D-glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase
R06070  Raffinose + H2O <=> D-Galactose + Neohancoside D
R06071  Galactinol + Neohancoside D <=> myo-Inositol + Raffinose
R06072  UDP-D-galacturonate:1,4-alpha-poly-D-galacturonate 4-alpha-D-galacturonosyltransferase
R06073  UDP-glucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase
R06074  beta-D-Mannosylphosphodecaprenol + 1,6-alpha-D-Mannosyloligosaccharide(n) <=> Decaprenol phosphate + 1,6-alpha-D-Mannosyloligosaccharide(n+1)
R06075  GDP-L-fucose + Sialyl-3-paragloboside <=> GDP + IV3NeuAc,III3Fuc-nLc4Cer
R06076  GDP-L-fucose + VI2Fuc-nLc6 <=> GDP + G00081
R06077  1,4-beta-D-Glucan(n+1) + H2O <=> 1,4-beta-D-Glucan(n) + beta-D-Glucose
R06078  1,3-beta-D-Glucan(n+1) + H2O <=> 1,3-beta-D-Glucan(n) + alpha-D-Glucose
R06079  D-Glucose + G10499(n+1) <=> Neohancoside D + G10499(n)
R06080  Isomaltose + H2O <=> 2 alpha-D-Glucose
R06081  beta-1,4-Poly-N-acetyl-D-glucosamine(n+1) + H2O <=> N-Acetyl-D-glucosamine + beta-1,4-Poly-N-acetyl-D-glucosamine(n)
R06082  beta-1,4-Poly-N-acetyl-D-glucosamine(n+1) + H2O <=> N-Acetyl-D-glucosaminide + beta-1,4-Poly-N-acetyl-D-glucosamine(n)
R06083  Xylan(n) + UDP-D-xylose <=> Xylan(n+1) + UDP
R06084  Maltose + H2O <=> 2 alpha-D-Glucose
R06085  GDP-L-fucose + iso-nLc8Cer <=> GDP + Monofucosyllactoisooctaosylceramide
R06086  GDP-L-fucose + Monofucosyllactoisooctaosylceramide <=> GDP + G00079
R06087  Neohancoside D + H2O <=> D-Fructose + D-Glucose
R06088  Neohancoside D + H2O <=> beta-D-Fructose + alpha-D-Glucose
R06089  GDP-L-fucose + iso-nLc8Cer <=> GDP + Monofucosyllactoisooctaosylceramide
R06090  GDP-L-fucose + Monofucosyllactoisooctaosylceramide <=> GDP + G00079
R06091  Melibiose + H2O <=> D-Galactose + D-Glucose
R06092  Cellobiose + H2O <=> 2 beta-D-Glucose
R06093  Galactinol + H2O <=> myo-Inositol + D-Galactose
R06094  Ga2-Cer + H2O <=> Galactosylceramide + D-Galactose
R06095  GDP-L-fucose + IV2Fuc-nLc4Cer <=> GDP + III3,IV2Fuc-nLc4Cer
R06096  Manninotriose + H2O <=> D-Galactose + Melibiose
R06097  UDP-D-galactose + nLc7Cer <=> UDP + nLc8Cer
R06098  Lactose + H2O <=> alpha-D-Glucose + D-Galactose
R06099  Lactosylceramide + H2O <=> Glucocerebroside + D-Galactose
R06100  Raffinose + H2O <=> Melibiose + D-Fructose
R06101  Stachyose + H2O <=> Manninotriose + D-Fructose
R06102  Sucrose 6-phosphate + H2O <=> beta-D-Fructose + alpha-D-Glucose 6-phosphate
R06103  Trehalose + H2O <=> 2 D-Glucose
R06104  Cellobiose + H2O <=> 2 D-Glucose
R06105  Cellotriose + H2O <=> Cellobiose + D-Glucose
R06106  Cellotetraose + H2O <=> Cellotriose + D-Glucose
R06107  Cellopentaose + H2O <=> Cellotetraose + D-Glucose
R06108  Celloheptaose + H2O <=> Cellohexaose + D-Glucose
R06109  Cellohexaose + H2O <=> Cellopentaose + D-Glucose
R06110  Lactose 6-phosphate + H2O <=> beta-D-Glucose + D-Galactose 6-phosphate
R06112  G10518 + H2O <=> D-Glucose + D-Glucose 6-phosphate
R06113  H2O + Trehalose 6-phosphate <=> D-Glucose + D-Glucose 6-phosphate
R06114  Lactose + H2O <=> D-Glucose + D-Galactose
R06115  H2O + Maltose 6'-phosphate <=> D-Glucose + D-Glucose 6-phosphate
R06116  Lc4 + H2O <=> Lacto-N-biose + Lactose
R06117  (+)-trans-carveol: NAD+ oxidoreductase
R06118  G10523 + H2O <=> 6-Deoxy-L-galactose + Methyl beta-D-galactoside
R06119  (R)-limonene,NADPH: oxygen oxidoreductase (6-hydroxylating)
R06120  geranyldiphosphate diphosphate lyase [(+)-(R)-limonene-forming]
R06121  CMP-N-acetylneuraminate:lactosylceramide alpha-2,6-N-acetylneuraminyltransferase
R06122  3'-phosphoadenylyl-sulfate:galactosylceramide 3'-sulfotransferase
R06124  alpha-Amino acid + H2O + Oxygen <=> 2-Oxo acid + NH3 + H2O2
R06125  GDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase
R06126  L-serine:NADP+ 3-oxidoreductase
R06127  GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase
R06128  GDP-mannose:glycolipid 1,2-alpha-D-mannosyltransferase
R06129  UDP-N-acetyl-D-mannosamine:N-acetyl-beta-D- glucosaminyldiphosphoundecaprenol beta-1,4-N-acetylmannosaminyltransferase
R06130  UDP-galactose:sucrose 6F-alpha-D-galactosyltransferase
R06131  alpha-Amino acid <=> 2-Oxo acid + NH3
R06132  alpha-Amino acid <=> 2,3-Ene acid + NH3
R06133  Amine + H2O + Oxygen <=> Aldehyde + NH3 + H2O2
R06134  Amide + H2O <=> Carboxylate + NH3
R06135  sucrose:sucrose 1F-beta-D-fructosyltransferase
R06136  McOse3Cer + H2O <=> Lactosylceramide + D-Galactose
R06137  Cyclic amidines + H2O <=> Cyclic amide + NH3
R06138  Amidines + H2O <=> (n+1) Amide + NH3
R06139  raffinose:raffinose alpha-D-galactosyltransferase
R06140  T antigen + H2O <=> G10607 + L-Serine
R06141  Chitobiose + H2O <=> 2 N-Acetyl-D-glucosamine
R06142  Epimelibiose + H2O <=> D-Mannose + D-Galactose
R06143  G10530 + H2O <=> N,6-O-Disulfo-D-glucosamine + D-Glucuronate
R06144  3-Ketolactose + H2O <=> 3-Keto-beta-D-galactose + beta-D-Glucose
R06145  N-Acetyllactosamine + UDP-D-galactose <=> Linear B type 2 trisaccharide + UDP
R06146  2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone ,NADPH2:oxygen oxidoreductase
R06147  Galactosylceramide + N-Acetylneuraminate <=> GM4 + H2O
R06149  1,6-alpha-D-Mannosyloligosaccharide(n+1) + H2O <=> D-Mannose + G10542(n)
R06150  G10540 + H2O <=> D-Mannose + G10542
R06151  G10541 + H2O <=> D-Mannose + G10542
R06152  Stachyose + H2O <=> Raffinose + D-Galactose
R06153  CMP-N-acetylneuraminate + Lc4Cer <=> CMP + 3'-isoLM1
R06154  methylamine:oxygen oxidoreductase (deaminating) (copper-containing)
R06155  GDP-L-fucose + Lc4Cer <=> GDP + Fuc-Lc4Cer
R06156  GDP-L-fucose + Lc4Cer <=> GDP + IV2Fuc-Lc4Cer
R06157  G10544 + H2O <=> Starch + N-Acylsphingosine
R06158  Starch + H2O <=> 1,4-alpha-D-Glucan + alpha-D-Glucose
R06159  Starch <=> 1,4-alpha-D-Glucan + Maltose
R06160  Cyclomaltodextrin + H2O <=> 1,4-alpha-D-Glucan
R06161  Bis-D-fructose 2',1:2,1'-dianhydride + H2O <=> Inulobiose
R06162  GDP-L-fucose + Type IA glycolipid <=> GDP + G00043
R06163  GDP-L-fucose + IV2Fuc-Lc4Cer <=> GDP + IV2Fuc,III4Fuc-Lc4Cer
R06164  GDP-L-fucose + Type IB glycolipid <=> GDP + G00040
R06165  GDP-L-fucose + 3'-isoLM1 <=> GDP + Fuc-3'-isoLM1
R06166  3beta-hydroxy-5beta-steroid:NADP+ 3-oxidoreductase
R06167  UDP-N-acetyl-D-galactosamine + IV2Fuc-Lc4Cer <=> UDP + Type IA glycolipid
R06168  UDP-D-galactose + IV2Fuc-Lc4Cer <=> UDP + Type IB glycolipid
R06169  UDP-D-galactose + Lc4Cer <=> UDP + G00038
R06170  Galactoside alpha-1,2-L-fucosyltransferase
R06171  L-Allothreonine acetaldehyde-lyase
R06172  G10551 + UDP-N-acetyl-D-glucosamine <=> G10550 + UDP
R06173  G10552 + UDP-N-acetyl-D-glucosamine <=> G10553 + UDP
R06174  G10556 + UDP-N-acetyl-D-glucosamine <=> G10555 + UDP
R06175  Chitosan(n+m) + H2O <=> Chitosan(n) + Chitosan(m)
R06176  ATP + Cellobiose <=> ADP + G10518
R06177  G10555 + G10557(n) <=> di-trans,poly-cis-Undecaprenyl diphosphate + G10557(n+1)
R06178  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L- alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine + [GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-L-Lys-D-Ala-D-Ala)]n- diphosphoundecaprenol <=> di-trans,poly-cis-Undecaprenyl diphosphate + [GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-L-Lys-D-Ala-D-Ala)]n- diphosphoundecaprenol
R06179  G10553 + G10554(n) <=> di-trans,poly-cis-Undecaprenyl diphosphate + G10554(n+1)
R06180  (R,R)-Tartaric acid + NAD+ <=> 2-Hydroxy-3-oxosuccinate + NADH + H+
R06181  UDP-glucose:poly(ribitol-phosphate) beta-D-glucosyltransferase
R06182  UDP-N-acetyl-D-glucosamine:poly(ribitol- phosphate)acetylglucosaminyltransferase
R06183  1,2-beta-D-fructan:1,2-beta-D-fructan 1F-beta-D-fructosyltransferase
R06184  1,4-alpha-D-glucan:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase
R06185  Starch + Orthophosphate <=> 1,4-alpha-D-Glucan + D-Glucose 1-phosphate
R06186  1,4-alpha-D-Glucan <=> Starch
R06187  UDP-N-acetyl-D-galactosamine + IV2Fuc-nLc4Cer <=> UDP + Type II A antigen
R06188  CMP-N-acetylneuraminate:beta-D-galactosyl-1,4-N-acetyl-beta-D- glucosamine alpha-2,6-N-acetylneuraminyltransferase
R06189  UDP-N-acetyl-D-glucosamine + nLc6Cer <=> UDP + G00077
R06190  UDP-D-galactose + VI2Fuc-nLc6 <=> UDP + G00083
R06191  UDP-N-acetyl-D-galactosamine + G00074 <=> UDP + Type IIIAb
R06192  UDP-D-galactose + G00072 <=> UDP + G00073
R06193  UDP-N-acetyl-D-galactosamine + VI2Fuc-nLc6 <=> UDP + G00072
R06194  Lumirhodopsin <=> Metarhodopsin
R06195  ent-Kaurene <=> Aconitine
R06196  ent-Kaurene <=> Veatchine
R06197  UDP-N-acetyl-D-galactosamine + Type IIIH glycolipid <=> UDP + Type IIIA glycolipid
R06198  UDP-D-galactose + Type II A antigen <=> UDP + G00057
R06199  Starch(n+1) + H2O <=> alpha-D-Glucose + Starch(n)
R06200  1,4-beta-D-Glucan(n+2) + H2O <=> 1,4-beta-D-Glucan(n) + Cellobiose
R06201  Pectic acid(n+1) + H2O <=> D-Galacturonate + Pectic acid(n)
R06202  G10534(n+1) + H2O <=> D-Galactose + G10534(n)
R06203  D-Xylose + Xylan(n) <=> Xylan(n+1) + H2O
R06204  1,3-beta-D-Glucan(n+1) + H2O <=> D-Glucose + 1,3-beta-D-Glucan(n)
R06205  G10584(n+1) + H2O <=> G10584(n) + L-Arabinose
R06206  H2O + G10499(n+m) <=> G10499(n) + G10499(m)
R06207  G10532(n+1) + H2O <=> D-Mannose + G10532(n)
R06208  G10535(n+1) + H2O <=> D-Fructose + G10535(n)
R06209  Starch(n+m) + H2O <=> Starch(n) + Starch(m)
R06210  UDP-D-galactose + G10534(n) <=> G10534(n+1) + UDP
R06211  Sucrose 6-phosphate + H2O <=> Neohancoside D + Orthophosphate
R06212  Neohancoside D + Protein N(pi)-phospho-L-histidine <=> Sucrose 6-phosphate + Protein histidine
R06213  GDP-D-mannose + G10532(n) <=> GDP + G10532(n+1)
R06214  UDP-D-galactose + myo-Inositol <=> UDP + Galactinol
R06215  CMP-N-acetylneuraminate + Paragloboside <=> CMP + Sialyl-6-paragloboside
R06216  CMP-N-acetylneuraminate + nLc6Cer <=> CMP + VI6NeuAc-nLc6Cer
R06217  Neohancoside D <=> Palatinose
R06218  Maltose <=> Trehalose
R06219  lactose:acceptor 3-oxidoreductase
R06221  GDP-L-fucose + V3Fuc-nLc6Cer <=> GDP + V3Fuc,III3Fuc-nLc6Cer
R06222  GDP-L-fucose + G00084 <=> GDP + G00085
R06223  squalene synthase
R06224  GDP-L-fucose + G00085 <=> GDP + G00086
R06225  D-Glucosamine + Chitosan(n) <=> Chitosan(n+1) + H2O
R06226  UDP-D-glucose + alpha-D-Glucose 6-phosphate <=> UDP + Trehalose 6-phosphate
R06227  GDP-L-fucose + G00081 <=> GDP + G00082
R06228  Trehalose 6-phosphate + H2O <=> Trehalose + Orthophosphate
R06229  Trehalose + Protein N(pi)-phospho-L-histidine <=> Trehalose 6-phosphate + Protein histidine
R06230  GDP-L-fucose + nLc6Cer <=> GDP + III3Fuc-nLc6Cer
R06231  UDP-L-arabinose + G10584(n) <=> G10584(n+1) + UDP
R06232  CMP-N-acetylneuraminate + V3Fuc-nLc6Cer <=> CMP + G00091
R06233  Neohancoside D + FAD <=> 3-Ketosucrose + FADH2
R06234  Galactosylceramide + UDP-D-galactose <=> Ga2-Cer + UDP
R06235  CDP-ribitol + G10558(n) <=> CMP + G10558(n+1)
R06236  Protein N(pi)-phospho-L-histidine + Maltose <=> Protein histidine + Maltose 6'-phosphate
R06237  Protein N(pi)-phospho-L-histidine + Lactose <=> Protein histidine + Lactose 6-phosphate
R06238  GDP-D-mannose + G00004 <=> GDP + G00005
R06239  Pectic acid(n+2) + H2O <=> G02614 + Pectic acid(n)
R06240  Pectic acid(n+2) + H2O <=> G10587 + Pectic acid(n)
R06241  beta-1,4-Poly-N-acetyl-D-glucosamine + n H2O <=> Chitosan + n Acetate
R06242  Hyaluronic acid <=> n G10588
R06243  1,4-alpha-D-Glucan(n+1) <=> G10589(n)
R06244  Cellobiose + Oxygen <=> G10590 + H2O2
R06245  Cellobiose <=> G01630
R06246  Cellobiose + Acceptor <=> G10590 + Reduced acceptor
R06247  Cellobiose + Quinone <=> G10590 + Hydroquinone
R06249  G10587 + H2O <=> 5-Dehydro-4-deoxy-D-glucuronate + D-Galacturonate
R06250  Pectin + n H2O <=> n Methanol + Pectic acid
R06251  Acetyl-CoA + Maltose <=> CoA + Acetyl-maltose
R06252  G10586 <=> 2 5-Dehydro-4-deoxy-D-glucuronate
R06253  GM1 + N-Acetylneuraminate <=> GD1a + H2O
R06254  2 I-Urobilinogen + Oxygen <=> 2 I-Urobilin + 2 H2O
R06255  2 L-Urobilinogen + Oxygen <=> 2 L-Urobilin + 2 H2O
R06256  D-Urobilinogen + 2 H+ <=> I-Urobilinogen
R06257  I-Urobilinogen + 4 H+ <=> L-Urobilinogen
R06258  Dolichyl phosphate D-mannose + G00006 <=> Dolichyl phosphate + G10595
R06259  Dolichyl phosphate D-mannose + G10595 <=> Dolichyl phosphate + G10596
R06260  Dolichyl phosphate D-mannose + G10596 <=> Dolichyl phosphate + G10597
R06261  Dolichyl phosphate D-mannose + G10597 <=> Dolichyl phosphate + G00007
R06262  Dolichyl D-glucosyl phosphate + G00007 <=> Dolichyl phosphate + G10598
R06263  Dolichyl D-glucosyl phosphate + G10598 <=> Dolichyl phosphate + G10599
R06264  Dolichyl D-glucosyl phosphate + G10599 <=> Dolichyl phosphate + G00008
R06265  magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)
R06266  magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)
R06267  magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)
R06268  Magnesium protoporphyrin monomethyl ester + H2O + Acceptor <=> 13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + Reduced acceptor
R06269  13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + Acceptor <=> 13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester + Reduced acceptor
R06270  13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester + Acceptor <=> Divinylprotochlorophyllide + Reduced acceptor
R06271  Divinylprotochlorophyllide + 2 H+ <=> Protochlorophyllide
R06272  chlorophyllide-a:NADP+ oxidoreductase
R06273  CMP-N-acetylneuraminate + G04854 <=> CMP + G04461
R06274  CMP-N-acetylneuraminate + G04461 <=> CMP + G04135
R06275  UDP-D-glucose + N-Acylsphingosine <=> UDP + Glucocerebroside
R06276  Glucocerebroside + UDP-D-galactose <=> Lactosylceramide + UDP
R06277  UDP-D-galactose + N-Acylsphingosine <=> UDP + Galactosylceramide
R06278  n UDP-D-galacturonate <=> n UDP + Pectin
R06279  3'-Phosphoadenylyl sulfate + Galactosylceramide <=> Adenosine 3',5'-bisphosphate + Sulfatide
R06280  Sulfatide + H2O <=> Galactosylceramide + Sulfate
R06282  Protochlorophyllide + ATP <=> Chlorophyllide + ADP + Orthophosphate
R06283  H2O + 3'-LM1-NeuGc <=> N-Acylsphingosine + nLc4
R06284  chlorophyllide-a:phytyl-diphosphate phytyltransferase
R06285  3-Deoxy-D-manno-octulosonyl-lipid IV(A) + CMP-3-deoxy-D-manno-octulosonate <=> Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A) + CMP
R06286  chlorophyllide-a:NADP+ 7,8-oxidoreductase
R06287  Divinyl chlorophyllide a <=> Divinylchlorophyll a
R06288  Divinylchlorophyll a <=> Chlorophyll a
R06289  mycothiol:NAD(P)+ oxidoreductase; mycothione reductase
R06290  mycothiol:NAD(P)+ oxidoreductase
R06291  ent-kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)
R06292  ent-Kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)
R06293  ent-Kaur-16-ene,NADPH:oxygen oxidoreductase (hydroxylating)
R06294  ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)
R06295  ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)
R06296  ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)
R06297  ent-Kaur-16-en-19-oate,NADPH:oxygen oxidoreductase (hydroxylating)
R06298  (+)-Copalyl-diphosphate lyase (decyclizing)
R06299  Copalyl-diphosphate diphosphate-lyase (cyclizing)
R06300  Copalyl-diphosphate diphosphate-lyase (cyclizing)
R06301  Copalyl-diphosphate diphosphate-lyase (cyclizing)
R06302  Copalyl-diphosphate diphosphate-lyase (cyclizing)
R06303  Copalyl-diphosphate diphosphate-lyase (cyclizing)
R06304  Copalyl-diphosphate diphosphate-lyase (cyclizing)
R06305  Geranylgeranyl-diphosphate diphosphate-lyase (cyclizing, taxadiene forming)
R06306  Taxa-4,11-diene,hydrogen-donor:oxygen oxidoreductase (5alpha-hydroxylating)
R06307  Acetyl-CoA:taxa-4(20),11-dien-5alpha-ol O-acetyltransferase
R06308  Taxa-4(20),11-dien-5alpha-ol,NADPH:oxygen oxidoreductase (13alpha-hyroxylating)
R06309  Taxa-4(20),11-dien-5alpha-yl acetate,NADPH:oxygen oxidoreductase (10beta-hydroxylating)
R06310  Benzoyl-CoA:taxan-2alpha-ol O-benzoyltransferase
R06311  Acetyl-CoA:taxan-10beta-ol O-transferase
R06312  Geranylgeranyl diphosphate <=> syn-Copalyl diphosphate
R06313  syn-Copalyl diphosphate <=> Aphidicolan-16beta-ol
R06314  syn-Copalyl diphosphate <=> Aphidicol-16-ene
R06315  syn-Copalyl diphosphate <=> Aphidicol-15-ene
R06316  Aphidicolan-16beta-ol <=> Aphidicolin
R06317  Aphidicol-16-ene <=> Aphidicolin
R06318  Taxa-4(20),11(12)-dien-5alpha,13alpha-diol <=> 10-Deacetyl-2-debenzoylbaccatin III
R06319  Taxa-4(20),11(12)-dien-5alpha-acetoxy-10beta-ol <=> 10-Deacetyl-2-debenzoylbaccatin III
R06320  Baccatin III <=> Paclitaxel
R06321  Geranylgeranyl diphosphate <=> Cembrene
R06322  (gibberellin-44),2-oxoglutarate:oxygen oxidoreductase
R06323  (gibberellin-44),2-oxoglutarate:oxygen oxidoreductase
R06324  Gibberellin A14 <=> Gibberellin A37 open lactone
R06325  Gibberellin A37 open lactone <=> Gibberellin A36
R06326  (gibberellin-44),2-oxoglutarate:oxygen oxidoreductase
R06327  Gibberellin A36 <=> Gibberellin A4 + CO2
R06328  Gibberellin A12 aldehyde <=> Gibberellin A53 aldehyde
R06329  Gibberellin A12 <=> Gibberellin A53
R06330  Gibberellin A15 open lactone <=> Gibberellin A44 diacid
R06331  Gibberellin A24 <=> Gibberellin A19
R06332  Gibberellin A9 <=> Gibberellin A20
R06333  Gibberellin A12 <=> Gibberellin A14
R06334  Gibberellin A15 open lactone <=> Gibberellin A37 open lactone
